1	1393
1	1817
1	1607
1	1001
1	1818
1	1002
2	1217
2	1608
2	1609
2	1610
2	1611
2	1612
2	1613
2	1394
2	1395
2	1819
3	1218
3	1396
3	1820
3	1821
3	1614
4	1219
5	1397
5	1822
5	1823
5	1608
6	1824
6	1003
6	1004
6	1615
6	1392
7	1220
7	1221
7	1398
7	1399
7	1400
7	1401
9	1402
9	1403
9	1005
9	1616
10	1825
10	1618
10	1617
10	1222
11	1826
11	1827
11	1828
11	1223
11	1006
11	1617
11	1619
11	1404
12	1829
12	1830
12	1831
12	1832
12	1007
13	1833
13	1405
14	1406
14	1008
15	1225
15	1407
15	1224
16	1409
16	1009
16	1620
16	1834
16	1408
18	1226
18	1835
18	1621
18	1622
19	1410
19	1411
19	1836
20	1623
21	1227
21	1619
22	1226
22	1837
22	1624
24	1412
24	1625
24	1626
24	1627
24	1838
24	1839
25	1010
26	1011
26	1628
26	1835
26	1228
26	1840
27	1413
27	1841
27	1842
27	1843
27	1844
27	1012
27	1629
27	1630
28	1410
28	1845
28	1631
29	1633
29	1414
29	1415
29	1416
29	1229
29	1846
29	1847
29	1632
30	1625
30	1412
30	1013
30	1417
31	1634
31	1635
31	1014
31	1848
31	1609
32	1849
32	1230
32	1629
32	1417
33	1850
33	1231
34	1636
34	1015
34	1418
34	1419
34	1851
35	1637
35	1638
35	1639
35	1420
35	1232
35	1233
35	1234
35	1235
36	1236
36	1237
36	1016
36	1640
36	1852
37	1238
37	1853
37	1641
37	1421
37	1422
38	1642
38	1619
39	1643
39	1423
40	1424
41	1017
41	1854
42	1425
42	1644
42	1855
43	1226
43	1645
43	1646
43	1647
43	1648
43	1426
43	1239
43	1018
44	1649
44	1427
44	1837
44	1398
45	1856
46	1857
46	1650
46	1428
47	1425
47	1240
47	1406
47	1840
48	1858
48	1019
48	1429
49	1241
49	1859
49	1651
50	1653
50	1652
50	1421
50	1430
51	1393
51	1860
51	1431
51	1432
51	1020
52	1861
52	1651
52	1654
52	1655
52	1656
52	1433
52	1434
52	1021
53	1435
53	1862
54	1618
54	1863
54	1864
54	1865
54	1242
54	1852
54	1657
55	1658
55	1866
55	1659
55	1436
55	1022
55	1660
55	1243
56	1652
56	1430
56	1853
56	1019
56	1836
56	1645
57	1025
57	1244
57	1661
57	1023
57	1024
58	1026
58	1437
58	1662
58	1663
59	1867
59	1868
60	1027
60	1245
60	1438
60	1664
61	1665
61	1666
61	1869
61	1848
62	1246
62	1850
62	1846
62	1870
63	1667
63	1439
63	1028
63	1838
63	1871
63	1872
64	1873
64	1668
64	1440
65	1441
65	1874
65	1669
66	1875
66	1876
66	1862
66	1819
66	1247
67	1670
67	1248
68	1249
68	1442
68	1443
68	1829
68	1029
68	1671
68	1030
68	1877
68	1878
69	1250
69	1444
69	1879
70	1445
70	1654
70	1399
70	1672
70	1031
70	1880
71	1446
71	1447
71	1673
71	1674
71	1855
72	1881
72	1675
