28,39,100,114
2,48,53,271
23,74,160,171
5,18,107,509
33,46,77,528
30,41,68,877
59,68,72,539
14,46,183,324
9,27,158,462
56,134,144,168
19,69,248,260
17,122,208,371
34,60,226,261
17,59,170,612
15,24,159,874
8,63,332,576
18,177,199,277
7,83,323,335
60,144,180,380
21,26,431,517
12,36,243,728
20,131,311,378
11,195,242,253
26,43,152,835
75,148,173,333
64,103,173,512
6,81,310,615
136,153,192,218
72,90,94,748
8,214,250,324
45,144,159,562
38,72,377,446
84,107,202,257
47,91,302,386
44,88,157,416
29,105,191,734
43,235,245,259
17,173,174,404
26,64,591,610
34,72,351,398
14,83,352,555
39,103,166,663
107,109,225,432
13,237,281,479
1,87,273,632
138,139,317,338
16,78,443,813
128,153,181,338
24,26,863,924
48,66,257,678
43,142,364,418
7,117,419,587
12,69,547,889
81,146,300,354
4,40,579,668
20,194,200,785
113,190,191,624
117,125,197,945
86,89,174,824
80,99,249,597
6,110,407,679
19,120,580,751
27,211,335,652
35,82,352,794
62,122,381,859
17,75,707,802
42,218,223,732
79,85,569,581
80,193,257,362
93,139,382,477
90,148,309,613
10,63,759,927
69,123,301,895
60,118,510,566
66,246,308,362
48,150,601,645
27,190,533,822
2,154,498,985
64,337,340,550
28,217,396,967
61,316,390,495
100,166,247,609
78,196,259,708
106,153,291,454
12,87,672,847
52,147,616,729
1,128,638,721
129,192,278,519
143,235,350,423
78,187,350,865
26,212,478,935
189,232,285,383
82,158,273,531
25,371,432,607
137,149,302,996
66,314,330,398
125,133,403,522
5,308,369,720
102,105,323,766
97,201,317,442
58,220,341,627
61,157,535,644
242,250,312,327
11,377,538,865
133,329,330,482
18,232,879,896
87,136,437,685
9,347,514,991
138,198,296,846
2,45,46
122,226,299,807
196,219,228,890
188,224,370,582
25,465,484,577
140,234,463,595
129,251,330,438
22,334,578,645
68,210,438,958
100,341,391,625
70,289,399,512
65,271,477,478
6,25,147
85,124,519,884
32,399,419,626
89,276,512,542
81,107,648,725
113,184,535,722
145,206,509,750
199,230,288,915
40,250,564,709
10,260,741,888
11,213,388,486
103,232,401,820
11,41,120
4,580,598,917
145,394,417,448
151,184,376,712
3,6,185
85,315,386,841
46,303,614,726
141,299,439,464
152,169,345,870
139,295,339,944
126,247,342,718
233,254,281,466
40,445,520,599
35,53,55
125,332,429,500
119,169,547,961
2,516,569,909
224,322,375,518
56,152,799,840
65,347,610,871
59,386,811,899
151,221,623,867
26,535,862,877
20,420,737,927
113,268,443,751
16,244,423,476
184,273,348,806
130,309,480,862
13,410,639,705
6,32,371
103,308,570,721
4,523,828,858
34,413,566,890
109,359,396,797
58,376,667,984
156,177,397,692
142,361,395,858
140,320,509,673
51,66,116
172,262,420,575
35,278,677,876
211,291,436,441
274,325,347,475
75,464,550,736
146,290,502,959
110,183,823,954
126,209,909,982
37,61,139
116,213,775,995
233,323,553,557
239,326,333,735
230,296,606,954
22,163,473,853
30,31,475
106,397,601,894
51,539,890,919
225,290,593,914
53,415,733,937
57,426,693,939
149,542,585,908
265,269,572,597
221,284,483,816
47,460,643,873
159,303,431,951
4,23,506
112,256,949,993
204,317,490,780
9,93,184
16,123,235
127,470,473,946
155,228,719,899
188,425,534,560
248,352,399,438
1,75,255
66,72,152
201,431,470,474
45,551,814,830
195,238,728,842
4,7,404
326,388,402,509
183,266,403,734
37,141,147
154,350,406,740
25,812,873,947
189,204,626,844
68,446,638,913
30,31,416
40,504,687,882
96,307,706,979
14,122,194
269,339,402,849
20,23,910
221,395,582,816
19,147,248
240,257,628,893
24,134,267
245,388,702,771
16,78,575
140,548,820,947
242,336,692,843
358,561,590,619
191,489,597,939
294,327,569,881
297,398,568,623
88,582,762,902
181,484,599,627
198,515,606,810
11,16,798
367,390,487,693
124,483,665,978
54,676,732,804
15,66,436
8,125,265
188,444,560,928
211,442,603,796
156,257,791,947
54,139,183
32,37,396
19,72,563
3,109,381
7,10,759
208,336,686,807
22,111,300
130,521,668,916
325,335,508,805
201,399,440,854
9,176,198
104,223,329,642
171,394,847,938
324,390,529,748
41,209,459,904
278,353,488,958
86,91,119
138,584,699,716
208,362,842,948
281,500,541,582
346,352,528,740
45,54,422
214,580,834,857
50,172,174
339,437,598,878
318,405,540,717
177,456,769,831
310,491,559,957
349,428,430,633
112,353,460,611
71,141,246
37,110,299
64,100,344
73,118,259
304,397,478,956
76,145,259
109,146,152
136,677,707,735
12,28,54
97,129,175
116,675,982,990
452,558,564,598
15,120,486
391,418,539,816
131,136,212
5,71,715
42,193,200
6,145,476
114,147,177
37,229,239
42,68,574
65,172,243
62,95,265
63,72,446
323,331,910,939
21,63,952
364,370,874,930
12,100,592
378,572,712,904
74,113,855
69,209,293
22,80,710
256,563,739,796
116,149,353
3,243,575
21,149,996
18,103,700
40,133,527
58,126,437
456,493,600,732
122,130,379
5,123,656
107,246,464,663
87,97,338
135,298,451,931
56,76,651
39,85,425
1,257,383
15,363,388
69,112,501
33,94,815
267,418,707,755
140,217,222
327,469,714,854
119,186,227
58,83,485
91,181,193
102,122,387
12,238,543
2,361,375
15,181,505
7,270,370
195,655,932,964
46,84,456
20,274,465
49,288,336
5,207,908
84,121,481
415,449,723,938
57,234,434
15,212,961
33,203,845
79,329,384
494,516,864,936
144,182,252
34,360,387
89,109,532
155,224,244
59,161,569
18,160,981
141,225,391
111,239,303
8,211,780
35,274,389
467,554,869,969
316,882,975,982
3,336,439
441,453,883,999
74,274,442
29,378,474
23,317,528
122,140,456
426,548,749,870
66,142,656
80,164,256
4,303,503
50,144,824
86,195,305
76,143,895
49,236,542
356,644,754,972
92,95,404
102,111,428
496,572,865,896
375,778,891,921
7,172,658
23,175,761
17,164,692
37,203,463
114,198,301
159,180,241
52,95,696
444,476,902,993
56,117,705
176,198,312
39,374,477
72,286,500
98,258,276
55,324,519
49,318,543
93,105,770
107,141,843
26,384,746
437,875,907,943
551,645,829,949
43,380,498
20,369,746
28,391,859
2,379,789
81,102,833
106,125,839
9,425,573
91,179,495
56,216,861
127,169,611
6,263,685
60,327,431
121,255,298
133,203,506
10,280,852
23,356,882
58,200,795
88,115,845
31,579,610
170,226,379
23,352,916
113,197,554
150,245,546
24,398,519
95,229,457
74,527,617
22,490,585
423,666,669,867
119,131,876
154,159,287
142,215,525
90,195,497
171,224,252
90,204,613
62,346,404
23,55,164
43,235,924
47,167,897
47,331,409
84,148,757
43,318,832
25,28
137,185,756
61,358,691
26,462,891
9,517,830
19,27
87,229,779
8,9
49,408,505
43,459,560
92,292,461
57,338,711
33,572,821
32,449,744
40,376,635
117,377,483
129,356,568
92,177,979
83,162,872
127,228,977
93,215,861
8,514,764
93,279,487
97,323,414
11,15
86,359,503
27,452,631
103,277,494
144,182,694
111,291,532
149,268,548
33,592,630
7,15
151,275,282
22,545,710
54,366,765
176,186,474
64,326,868
12,542,765
672,808,832,931
78,332,924
48,283,878
12,533,827
687,695,883,974
63,292,870
119,214,997
101,367,403
25,447,707
57,322,953
125,176,786
3,5
136,287,429
21,608,1000
17,80,189
95,238,627
227,267,280
94,194,946
10,74
217,309,372
115,241,977
126,275,521
69,377,887
214,260,311
30,770,922
89,310,894
29,669,933
250,312,335
156,345,585
82,289,974
26,38
225,236,704
41,518,666
12,65
16,795,934
152,264,622
193,236,944
87,354,662
53,519,639
69,602,743
21,60
2,79
42,399,830
106,407,420
