25,28
19,27
8,9
11,15
7,15
3,5
10,74
26,38
12,65
21,60
2,79
24,38
44,74
27,44
25,84
5,111
4,125
64,71
24,144
28,82
47,67
65,70
48,51
36,71
7,129
70,77
38,79
31,94
37,50
44,77
38,56
11,134
28,102
39,62
25,111
53,60
55,137
32,239
68,123
30,230
76,137
76,142
19,194
49,121
48,99
18,241
13,159
75,82
36,96
74,184
3,232
8,209
2,226
51,112
3,189
29,211
8,242
51,119
11,215
33,175
36,92
62,140
47,105
40,97
30,203
52,139
69,108
1,236
36,135
42,151
5,373
33,317
113,115
94,130
99,108
57,211
82,103
92,128
54,232
3,255
13,249
95,100
77,157
45,192
79,219
58,216
46,201
16,271
32,344
118,143
114,136
74,311
22,389
67,200
75,199
108,143
71,220
33,266
74,306
76,228
100,148
45,169
93,138
57,216
49,239
74,296
15,252
98,147
28,289
115,127
30,356
31,342
77,214
8,368
89,121
4,286
62,204
56,186
96,110
90,114
20,272
29,248
53,186
95,122
75,220
73,175
20,268
6,367
1,357
18,345
37,231
88,129
23,474
143,161
3,565
37,392
123,186
78,371
10,485
28,590
33,598
85,154
14,487
49,374
16,534
73,261
18,481
18,401
65,307
106,223
13,424
78,284
60,306
137,171
1,478
138,234
132,191
142,178
16,415
73,380
42,348
89,188
5,435
79,355
1,430
72,364
116,235
137,222
36,328
110,208
75,310
131,234
56,361
126,187
121,181
24,546
70,344
20,606
69,386
123,165
47,387
14,482
79,330
12,552
68,267
150,196
77,340
91,210
21,560
76,365
61,311
32,505
14,453
143,178
32,615
47,303
52,393
13,432
29,605
132,223
44,319
71,276
85,227
25,613
142,161
65,289
13,539
14,579
35,264
14,588
129,187
1,491
98,189
127,182
13,568
33,442
109,170
34,361
129,180
124,237
77,372
11,541
135,160
83,179
48,259
9,463
59,379
128,240
91,168
21,421
99,205
30,522
108,182
7,589
146,207
55,249
19,555
31,507
39,385
10,452
67,507
20,810
97,260
164,244
81,389
157,217
27,972
157,223
179,183
19,834
73,540
17,681
84,246
101,262
32,681
132,343
83,312
8,675
105,321
76,468
29,635
24,784
120,315
138,247
46,573
13,708
13,690
9,869
114,369
32,767
187,191
50,490
14,718
161,178
140,307
84,333
110,359
29,954
82,304
7,805
66,462
84,354
81,358
22,753
158,245
64,561
46,605
68,398
57,503
148,287
131,270
137,251
3,936
52,609
61,548
95,359
1,752
14,916
22,878
9,929
148,328
124,284
56,445
130,387
26,940
121,318
34,415
4,922
29,861
138,275
77,526
34,424
135,337
59,454
163,236
27,926
31,799
144,256
5,633
44,475
50,478
62,520
189,220
76,510
31,815
200,211
141,383
52,472
98,324
227,245
18,893
188,235
79,408
101,334
42,422
215,219
60,405
170,224
133,343
48,425
21,840
15,966
64,609
127,293
112,314
17,797
2,689
96,382
25,700
106,360
101,365
31,979
24,664
120,318
90,360
27,984
108,249
30,726
55,466
27,910
207,208
52,453
128,357
2,750
51,618
101,349
52,567
21,803
70,455
113,248
67,558
143,314
92,393
23,850
154,178
92,341
19,760
112,302
204,220
65,577
118,267
70,557
6,844
146,262
21,779
50,604
209,241
19,682
10,846
147,277
87,304
182,232
45,406
40,470
6,807
53,601
142,261
41,436
44,555
30,689
91,380
175,194
79,583
126,321
97,253
104,324
161,278
176,279
63,852
39,797
41,795
203,296
223,346
231,358
167,251
34,687
120,501
105,483
106,616
67,916
57,962
63,983
158,302
51,694
62,801
120,497
96,481
232,310
71,802
136,453
234,303
141,556
139,473
172,313
35,835
119,433
102,543
70,933
162,365
135,520
104,496
58,886
42,761
75,791
200,376
46,869
166,290
205,249
123,569
107,567
40,823
227,363
134,568
97,411
38,764
199,291
49,755
112,410
168,297
130,434
86,620
199,366
215,314
170,252
63,845
67,888
173,299
193,263
145,406
98,457
176,322
228,264
116,454
213,355
231,290
38,968
62,680
99,565
221,355
51,960
60,935
55,880
81,594
71,628
88,450
70,652
93,522
36,956
218,279
236,254
217,390
176,247
245,286
130,614
135,545
67,766
164,384
233,307
158,283
161,363
206,373
99,421
111,441
160,333
50,931
78,892
146,466
221,368
237,345
162,273
108,513
133,427
42,970
47,853
197,348
216,253
38,874
167,368
229,300
63,716
244,282
52,872
39,887
73,745
98,620
110,592
117,544
167,317
116,395
118,623
234,248
229,339
202,326
174,328
66,988
229,276
101,543
51,848
238,308
195,291
94,522
64,833
39,896
78,935
55,628
61,722
121,567
150,468
88,480
191,343
141,609
68,694
104,419
35,743
71,957
81,497
140,473
101,400
154,267
59,731
67,734
155,350
214,266
44,990
48,800
156,385
145,621
117,549
218,251
113,434
65,945
167,269
216,467
105,658
156,607
227,530
131,656
94,790
134,813
134,803
134,976
274,321
213,476
273,392
230,455
181,577
166,570
326,341
213,413
206,516
169,516
187,470
222,517
96,646
333,355
316,368
132,998
220,550
124,895
137,906
320,366
275,340
150,827
325,344
192,601
233,400
155,570
294,306
86,974
149,986
190,541
110,630
215,468
106,736
89,992
212,494
212,540
199,531
331,340
343,382
295,385
239,461
224,405
85,742
121,720
83,792
89,685
296,332
185,561
258,271
164,421
115,892
250,285
120,641
162,404
124,903
331,390
102,765
286,375
205,618
204,441
189,607
291,371
196,413
119,951
187,526
101,875
108,771
263,304
355,386
308,337
262,382
139,653
104,691
193,484
86,629
109,987
162,552
240,484
277,339
127,858
235,436
167,587
168,611
28,54
103,655
300,382
127,747
210,444
203,617
183,598
227,503
199,493
201,485
321,346
90,868
305,392
102,653
94,631
288,385
179,428
178,565
118,731
177,577
196,443
184,605
294,325
237,546
179,603
124,1000
316,376
254,366
158,476
282,368
151,467
150,733
252,345
242,549
234,522
241,602
146,746
130,701
290,307
205,448
114,640
367,392
339,358
148,698
320,389
175,496
91,758
93,822
309,312
117,634
163,497
135,893
99,920
197,587
269,275
80,964
372,376
115,918
132,777
200,499
160,505
180,471
149,651
92,767
301,568
197,925
221,958
202,632
381,615
367,452
240,781
316,420
247,589
301,611
378,558
358,447
203,999
320,461
166,664
283,449
207,884
351,538
168,985
201,634
157,926
165,690
153,704
188,1000
298,447
163,640
185,670
225,921
391,520
36,50
379,466
194,991
174,839
344,472
383,584
162,637
362,396
245,897
294,584
206,683
239,875
280,462
319,573
304,616
264,513
379,563
254,407
345,570
22,163
151,735
197,971
231,655
297,524
159,913
359,475
263,545
365,559
152,918
16,244
216,667
219,731
156,853
369,552
182,796
263,561
207,931
231,871
319,452
226,839
243,894
268,438
175,946
305,435
378,458
240,637
247,501
351,492
206,649
201,994
237,959
153,859
346,417
17,80
168,863
212,893
151,856
218,860
242,885
165,740
338,450
250,606
256,586
222,913
155,909
202,679
161,901
204,824
394,425
191,682
299,430
315,534
215,949
186,983
335,615
172,757
236,648
154,857
178,811
293,413
374,611
233,842
170,773
365,505
313,530
322,440
213,738
171,763
285,578
240,632
381,451
394,488
213,705
385,489
286,510
230,855
185,808
306,411
212,731
231,933
157,972
220,676
165,865
196,793
167,988
187,826
171,750
240,703
217,783
205,955
288,596
266,514
261,417
350,536
182,965
283,536
290,468
329,511
237,696
299,428
381,559
249,418
294,595
186,976
210,775
272,503
202,713
387,624
209,993
337,604
328,607
368,495
166,963
238,725
331,411
230,952
346,474
283,507
179,809
357,491
316,573
321,414
206,677
218,886
384,541
370,586
180,747
184,716
209,988
207,907
270,494
393,599
188,911
196,730
320,571
334,429
252,421
341,429
219,678
183,790
271,556
230,821
173,628
217,969
325,480
181,632
237,744
301,443
179,688
347,567
246,493
272,409
258,491
511,554
498,530
347,711
287,690
262,955
263,782
282,857
460,511
310,914
258,652
292,680
433,618
11,388
408,574
258,719
354,802
369,686
427,450
293,723
552,603
322,829
292,872
511,528
335,711
306,991
334,728
374,755
521,523
535,624
434,558
307,872
373,777
382,627
261,961
448,524
305,704
422,604
327,689
364,794
548,557
272,761
370,996
515,589
294,659
393,671
354,664
313,995
483,496
327,634
258,631
297,793
454,459
305,915
386,921
363,890
357,915
298,949
273,987
301,920
330,642
332,821
430,550
479,566
377,742
270,778
297,727
278,966
349,698
342,667
300,899
397,609
308,633
279,860
465,472
306,759
348,693
333,626
402,553
526,558
477,622
276,756
334,878
412,507
587,617
356,787
388,724
422,616
402,531
342,808
351,729
414,515
387,904
337,671
274,741
481,489
360,700
490,600
287,727
300,704
372,852
353,645
564,595
533,614
393,640
426,544
342,834
362,819
410,424
276,967
424,492
297,705
315,923
266,951
416,538
360,676
330,748
537,549
272,993
524,539
449,586
315,812
295,756
337,848
319,873
253,654
363,986
380,973
455,559
373,719
280,832
331,819
373,694
499,588
564,589
392,964
313,986
260,785
420,577
277,753
319,714
336,700
405,523
360,720
470,544
575,578
319,942
364,649
298,871
336,814
384,742
367,994
313,827
492,547
286,874
374,801
350,714
389,957
262,845
370,887
344,698
438,463
281,657
380,639
373,877
381,795
400,620
343,726
321,836
269,751
340,823
403,885
440,701
546,669
571,955
416,919
596,879
492,742
619,963
482,873
400,715
414,741
403,643
2,45,46
6,25,147
499,900
11,41,120
3,6,185
35,53,55
536,776
6,32,371
51,66,116
37,61,139
608,738
30,31,475
4,23,506
9,93,184
444,901
16,123,235
1,75,255
66,72,152
610,767
4,7,404
37,141,147
30,31,416
440,885
14,122,194
20,23,910
19,147,248
500,745
24,134,267
16,78,575
11,16,798
495,782
15,66,436
8,125,265
54,139,183
458,970
32,37,396
19,72,563
3,109,381
578,655
7,10,759
22,111,300
9,176,198
533,925
86,91,119
45,54,422
50,172,174
55,164
71,141,246
37,110,299
64,100,344
614,998
73,118,259
76,145,259
109,146,152
395,866
12,28,54
97,129,175
15,120,486
551,657
131,136,212
5,71,715
42,193,200
594,980
6,145,476
114,147,177
37,229,239
423,805
42,68,574
65,172,243
62,95,265
445,976
63,72,446
21,63,952
12,100,592
517,1000
74,113,855
69,209,293
22,80,710
588,658
116,149,353
3,243,575
21,149,996
529,856
18,103,700
40,133,527
58,126,437
501,864
122,130,379
5,123,656
87,97,338
400,647
56,76,651
39,85,425
1,257,383
459,813
15,363,388
69,112,501
33,94,815
486,768
140,217,222
119,186,227
58,83,485
45,244
91,181,193
102,122,387
12,238,543
408,776
2,361,375
15,181,505
7,270,370
439,697
46,84,456
20,274,465
49,288,336
510,840
5,207,908
84,121,481
57,234,434
451,905
15,212,961
33,203,845
79,329,384
532,721
144,182,252
34,360,387
89,109,532
576,674
155,224,244
59,161,569
18,160,981
493,846
141,225,391
111,239,303
8,211,780
502,640
35,274,389
3,336,439
74,274,442
612,677
29,378,474
23,317,528
122,140,456
484,725
66,142,656
80,164,256
4,303,503
583,674
50,144,824
86,195,305
76,143,895
461,791
49,236,542
92,95,404
102,111,428
477,838
7,172,658
23,175,761
17,164,692
500,880
37,203,463
114,198,301
159,180,241
520,948
52,95,696
56,117,705
176,198,312
455,746
39,374,477
72,286,500
98,258,276
597,941
55,324,519
49,318,543
93,105,770
442,670
107,141,843
26,384,746
43,380,498
446,954
20,369,746
28,391,859
2,379,789
547,923
81,102,833
106,125,839
9,425,573
514,650
91,179,495
56,216,861
127,169,611
590,680
6,263,685
60,327,431
121,255,298
603,836
133,203,506
10,280,852
23,356,882
506,643
58,200,795
88,115,845
31,579,610
610,831
170,226,379
23,352,916
113,197,554
504,900
150,245,546
24,398,519
95,229,457
552,944
74,527,617
22,490,585
119,131,876
504,684
154,159,287
142,215,525
90,195,497
617,950
171,224,252
90,204,613
62,346,404
607,882
23,55,164
43,235,924
47,167,897
554,792
47,331,409
84,148,757
43,318,832
586,803
137,185,756
61,358,691
26,462,891
450,810
9,517,830
87,229,779
49,408,505
427,737
43,459,560
92,292,461
57,338,711
10,253
33,572,821
32,449,744
40,376,635
455,791
117,377,483
129,356,568
92,177,979
565,920
83,162,872
127,228,977
93,215,861
588,749
8,514,764
93,279,487
97,323,414
487,834
86,359,503
27,452,631
103,277,494
488,773
144,182,694
111,291,532
149,268,548
408,833
33,592,630
151,275,282
22,545,710
555,855
54,366,765
176,186,474
64,326,868
439,647
12,542,765
78,332,924
48,283,878
576,935
12,533,827
63,292,870
119,214,997
493,896
101,367,403
25,447,707
57,322,953
537,631
125,176,786
136,287,429
21,608,1000
614,922
17,80,189
95,238,627
227,267,280
562,944
94,194,946
217,309,372
115,241,977
623,798
126,275,521
69,377,887
214,260,311
536,661
30,770,922
89,310,894
29,669,933
481,753
250,312,335
156,345,585
82,289,974
579,886
225,236,704
41,518,666
16,795,934
525,730
152,264,622
193,236,944
87,354,662
457,710
53,519,639
69,602,743
42,399,830
526,970
106,407,420
123,265,786
59,621,803
543,663
96,277,663
148,288,752
208,254,556
432,636
24,804,920
83,347,810
136,328,692
576,863
147,341,948
53,621,683
171,222,730
486,965
104,275,825
222,226,656
36,50,385
596,853
205,255,592
146,285,912
228,375,618
487,788
29,712,919
132,435,595
99,384,913
555,850
35,608,989
149,563,602
31,673,978
579,777
145,407,448
265,323,340
54,435,987
401,967
124,415,453
210,226,804
292,328,329
435,681
169,224,837
34,502,940
143,261,813
619,765
169,315,602
4,809,831
53,471,644
480,991
150,363,983
35,574,988
195,207,757
469,927
43,623,738
17,879,994
126,309,770
457,703
216,282,950
243,362,956
160,271,782
538,798
49,768,911
210,464,537
192,581,586
531,964
54,781,943
59,725,841
90,625,782
618,951
43,723,968
57,673,701
197,527,583
512,992
116,410,794
162,402,619
134,562,906
581,930
58,650,826
88,529,950
67,799,809
566,961
205,394,841
312,322,409
100,451,733
460,714
194,325,972
210,556,613
128,526,821
574,743
285,292,613
126,535,802
190,426,584
419,774
115,131,241
173,553,559
88,624,848
508,659
77,675,716
304,371,599
166,289,883
620,728
150,444,814
314,361,412
61,787,904
580,691
44,682,689
115,583,932
70,706,973
600,756
313,342,608
96,516,817
225,365,636
514,982
41,784,864
87,397,838
61,643,657
534,722
178,279,895
202,349,785
114,625,736
508,998
180,495,603
