0	25	-24
0	34	-3
1	35	-10
1	29	-5
1	38	-2
1	31	-3
1	25	-18
2	33	-5
2	28	-2
2	25	-27
2	30	-6
2	39	-11
3	35	-8
3	37	-4
3	25	-22
4	35	-10
4	27	-3
4	36	-10
4	39	-14
4	25	-21
5	34	-8
5	35	-12
5	36	-12
5	37	-8
5	39	-16
5	27	-5
5	25	-23
6	25	-25
6	36	-8
6	29	-3
7	33	-2
7	39	-11
8	25	-25
8	29	-3
8	39	-12
9	32	-3
9	34	-7
9	35	-11
9	36	-11
9	27	-4
9	25	-19
10	26	-1
10	27	-2
10	39	-10
10	25	-23
11	32	-1
11	30	-5
11	39	-13
11	25	-23
12	37	-4
12	38	0
12	25	-22
13	34	-4
13	35	-8
13	25	-22
14	26	-1
14	28	-1
14	29	-4
14	39	-7
15	35	-8
15	36	-8
15	25	-22
16	35	-9
16	36	-9
16	31	-2
16	25	-20
17	35	-8
17	38	0
17	25	-19
18	35	-10
18	36	-10
18	37	-6
18	31	-3
18	25	-21
19	33	-3
19	26	0
19	39	-9
20	34	-6
20	36	-10
20	37	-6
20	39	-14
20	30	-6
21	32	0
21	33	-3
21	25	-22
22	25	-24
22	30	-3
23	28	-2
23	36	-10
23	31	-3
23	39	-11
23	25	-24
24	35	-8
24	30	-4
24	25	-22
25	27	-15
25	31	-15
25	32	-17
25	35	-1
25	38	-17
26	39	-4
28	39	-4
