[1, 205, 224, 545, 583, 792]
[1, 326, 471, 519, 893, 902]
[2, 66, 333, 714, 725, 787]
[3, 161, 314, 502, 655, 760]
[3, 352, 457, 486, 588, 696]
[5, 179, 647, 802, 895, 916]
[5, 468, 612, 761, 804, 868]
[6, 80, 231, 536, 646, 763]
[10, 305, 459, 641, 763, 879]
[11, 113, 326, 506, 649, 801]
[11, 223, 401, 596, 622, 897]
[11, 445, 484, 548, 624, 870]
[12, 68, 366, 367, 413, 990]
[12, 97, 198, 515, 831, 883]
[12, 181, 269, 381, 636, 960]
[12, 213, 486, 681, 805, 997]
[13, 128, 281, 381, 822, 993]
[16, 139, 542, 858, 869, 925]
[18, 26, 158, 734, 897, 927]
[19, 56, 487, 559, 608, 863]
[22, 44, 105, 270, 668, 892]
[24, 63, 225, 256, 509, 774]
[24, 293, 324, 573, 696, 957]
[26, 47, 276, 328, 539, 934]
[27, 93, 260, 456, 846, 858]
[27, 182, 584, 596, 623, 653]
[27, 252, 277, 744, 824, 929]
[27, 356, 367, 404, 580, 750]
[28, 314, 635, 737, 837, 921]
[29, 62, 155, 200, 566, 572]
[29, 99, 202, 472, 554, 830]
[31, 61, 157, 592, 694, 757]
[32, 246, 525, 663, 886, 894]
[33, 62, 342, 568, 635, 813]
[34, 143, 291, 404, 672, 699]
[36, 54, 219, 264, 268, 707]
[37, 56, 78, 220, 355, 658]
[41, 105, 275, 593, 622, 843]
[42, 71, 145, 203, 292, 845]
[45, 114, 518, 557, 819, 902]
[46, 305, 339, 516, 620, 892]
[48, 145, 175, 188, 724, 871]
[49, 209, 221, 409, 419, 954]
[51, 342, 501, 625, 635, 971]
[52, 235, 730, 775, 796, 805]
[53, 66, 667, 845, 859, 900]
[54, 108, 209, 461, 538, 835]
[54, 129, 161, 344, 496, 904]
[54, 177, 457, 551, 626, 819]
[55, 322, 334, 465, 816, 979]
[59, 163, 358, 408, 526, 824]
[59, 282, 324, 822, 834, 865]
[61, 142, 444, 470, 843, 873]
[62, 229, 519, 585, 715, 924]
[63, 117, 158, 343, 860, 879]
[63, 117, 250, 260, 667, 743]
[64, 241, 486, 732, 882, 936]
[65, 197, 415, 461, 642, 766]
[66, 81, 505, 819, 912, 941]
[66, 195, 343, 466, 543, 849]
