55,61,113,145
1,37,112,220
9,31,122,324
3,22,111,474
1,3,48,657
13,74,187,188
14,17,84,407
11,26,291,301
16,142,148,338
25,63,216,346
4,18,129,942
3,91,142,263
58,66,163,297
11,33,341,611
20,22,310,834
30,124,153,593
37,99,118,577
13,163,185,262
1,19,468,476
13,135,335,366
44,136,155,301
12,98,144,723
71,115,196,423
4,23,552,959
16,133,204,772
48,138,226,482
7,140,179,851
20,120,239,632
4,232,330,345
19,68,427,604
49,96,144,638
15,94,259,401
67,176,201,547
51,53,251,639
30,266,287,300
9,111,378,940
39,81,151,744
32,218,338,408
74,79,378,746
67,70,271,733
52,86,240,888
5,35,586,851
9,164,272,579
72,185,290,305
24,204,253,396
37,68,456,619
5,70,526,844
10,35,599,731
56,84,186,875
114,147,243,736
97,135,221,643
23,57,688,888
131,194,229,473
81,119,271,415
104,167,215,466
16,108,462,760
31,84,445,714
71,139,342,932
41,73,469,924
102,106,237,778
39,127,421,487
21,28,31
44,226,363,585
84,101,160,822
134,153,260,371
32,155,263,875
66,143,341,751
30,367,372,542
133,227,343,384
37,114,356,697
37,184,261,887
41,47,90,729
35,176,488,608
67,113,576,631
171,210,240,518
25,315,321,853
21,202,508,764
6,200,599,913
42,140,492,794
77,96,480,666
50,141,492,664
73,131,517,850
40,63,707,913
22,110,791,972
25,265,348,949
34,274,379,571
73,285,331,614
74,136,430,758
78,271,278,565
43,110,534,679
22,256,269,755
21,223,550,786
116,204,349,541
23,257,260,665
93,99,272,867
75,312,440,546
82,114,542,633
2,217,838,897
34,170,520,767
18,503,545,598
200,212,373,520
63,318,461,470
99,232,354,677
67,262,354,854
13,334,398,946
15,307,537,900
195,236,374,531
150,194,327,648
134,158,313,660
70,280,449,559
109,113,455,736
72,273,619,621
35,264,442,535
207,283,304,323
29,225,713,993
61,143,821,959
11,554,595,610
33,58,59
151,179,307,413
97,232,388,923
82,219,438,442
144,152,581,952
13,68,85
73,414,428,556
45,437,536,622
76,348,610,985
85,112,649,860
24,485,514,704
56,390,608,906
51,380,453,703
29,349,765,896
107,191,524,629
58,160,925,941
115,362,374,853
29,305,765,931
125,144,722,835
104,250,391,723
71,204,684,714
16,587,601,706
87,105,814,827
11,16,162
28,483,605,956
118,294,342,874
216,247,251,607
46,254,621,660
73,381,814,948
10,106,144
229,286,294,960
53,287,743,905
84,259,511,698
208,308,423,520
191,250,278,634
193,340,541,555
5,543,824,848
78,311,740,908
64,320,627,721
88,248,443,628
35,345,656,702
215,246,472,474
55,267,656,869
59,475,620,725
15,428,899,943
208,272,378,626
40,444,617,881
3,601,786,923
283,300,310,482
96,328,568,691
101,396,488,616
12,56,154
90,175,695,736
141,226,731,964
92,241,673,866
33,93,120
112,240,709,960
51,68,83
141,286,536,807
150,365,605,872
356,394,572,603
24,137,198
164,201,671,734
258,319,425,479
202,319,527,659
133,424,480,934
6,95,192
54,101,120
150,361,821,962
41,100,150
136,469,546,912
90,547,583,982
196,223,755,925
60,71,173
111,304,762,944
310,359,411,561
36,615,881,882
17,102,198
309,320,437,440
187,269,570,694
123,393,651,955
199,365,540,820
156,176,887,982
32,77,342
262,386,399,448
132,503,558,698
3,96,152
214,384,661,725
218,518,614,896
160,383,681,843
288,352,494,862
211,440,546,985
193,254,749,914
89,129,133
87,95,130
78,89,213
19,223,231
115,524,718,967
30,119,385
94,412,719,809
69,859,877,996
236,310,317,357
142,598,730,899
43,783,807,1000
267,396,415,578
45,139,159
39,63,370
266,352,469,912
20,22,960
92,496,813,951
236,246,831,999
9,130,279
93,602,816,878
33,54,521
27,197,241
2,44,486
282,380,516,975
277,328,474,927
281,336,398,986
11,40,566
227,365,718,973
206,295,790,999
309,348,569,931
34,61,264
355,439,453,476
29,108,327
178,278,790,841
23,154,671,823
317,495,506,615
185,350,656,991
102,580,679,856
256,305,591,976
52,84,283
18,130,426
126,632,841,981
158,565,791,918
206,474,699,743
234,557,782,908
359,383,641,649
5,181,251
11,96,479
122,632,765,828
40,52,565
343,409,436,687
69,93,390
69,131,252
40,46,584
190,583,662,965
27,114,504
281,456,481,934
14,156,284
96,139,172
279,403,432,786
48,154,209
307,344,795,890
28,244,276
1,37,858
41,148,374
16,223,256
52,230,237
326,468,525,983
12,172,249
164,555,927,955
79,122,296
86,117,159
62,85,386
10,126,433
76,113,307
162,583,653,883
8,132,595
8,195,348
8,109,693
200,716,795,904
2,117,640
402,607,623,649
127,148,335
299,537,722,961
155,714,731,827
51,143,420
353,403,645,678
213,394,439,596
397,458,572,745
512,516,594,928
14,207,417
109,137,343
358,429,744,990
102,230,233
49,237,393
31,250,297
375,551,778,921
15,180,517
4,83,638
372,515,933,984
74,222,334
22,117,771
65,108,492
11,98,977
54,123,553
237,653,727,761
39,95,588
513,530,578,840
10,88,660
59,64,885
373,459,909,967
20,197,487
26,115,972
19,147,695
18,128,635
51,238,329
77,167,279
127,161,162
311,550,768,988
39,167,317
322,481,690,777
106,124,292
12,162,506
331,431,674,906
38,46,976
433,490,500,704
58,237,391
3,91,830
118,194,357
34,91,940
36,146,971
390,717,750,822
103,125,611
27,202,741
408,504,992,995
339,709,866,928
498,552,868,955
497,551,687,948
149,175,375
25,387,481
50,126,826
127,209,379
418,540,641,752
12,182,972
20,224,903
64,219,457
71,111,956
130,223,341
38,194,578
17,167,630
25,172,809
79,179,484
132,192,295
115,130,616
91,139,533
39,259,320
446,510,787,889
359,764,947,966
6,222,930
505,574,925,999
71,203,483
527,586,751,967
32,293,549
78,157,435
17,391,421
39,131,779
427,498,635,793
448,452,796,859
75,262,321
51,177,564
69,213,472
58,132,916
31,350,531
272,706,732,802
143,239,379
45,260,267
443,519,655,734
65,245,842
48,155,872
43,175,854
224,226,339
618,744,789,979
56,377,511
408,684,703,881
187,192,324
32,309,675
187,204,328
17,349,711
45,208,946
34,362,420
120,206,489
128,162,601
124,194,430
509,677,752,895
26,484,594
43,365,521
100,210,405
82,83,647
129,241,597
119,132,865
126,148,945
129,334,336
605,705,805,990
108,329,376
38,367,458
59,212,835
36,183,722
67,225,783
67,177,851
95,206,538
90,257,333
86,235,400
26,347,801
80,364,370
72,203,968
28,279,902
79,225,810
430,641,890,954
81,171,562
229,261,733,931
466,763,833,965
150,311,340
222,229,282
1,376,731
7,287,820
76,286,509
60,252,478
211,223,380
129,166,504
102,271,351
7,291,883
140,225,482
70,265,434
76,255,590
579,685,690,884
121,156,589
62,254,570
528,634,640,800
94,343,357
18,391,825
2,416,458
479,784,943,948
117,179,500
130,206,510
114,267,349
145,351,543
27,615,909
233,295,385
15,495,780
171,231,472
6,452,819
234,317,359
48,377,661
4,19
50,344,693
35,364,657
165,209,550
54,310,896
137,280,470
63,361,708
16,472,868
47,254,899
21,22
15,21
8,593,703
10,623,734
116,369,454
32,502,957
89,236,908
2,10
67,394,994
149,341,565
4,6
163,312,393
15,536,846
106,161,750
68,275,843
70,255,678
78,516,555
13,620,628
79,301,961
91,280,569
197,244,625
78,356,984
220,243,509
123,158,753
30,562,794
71,258,756
141,283,583
100,324,454
127,232,808
109,235,775
48,287,976
95,246,399
186,234,613
217,268,301
105,285,405
229,243,540
89,158,771
62,333,969
2,5
8,404,767
52,253,877
662,670,681,933
80,244,838
20,31
43,277,851
140,222,990
44,410,597
64,349,808
134,257,525
94,226,780
20,468,708
40,404,497
17,33
199,228,562
110,285,533
9,716,951
243,245,669
130,248,825
78,588,969
92,265,711
209,337,467
88,352,966
156,255,552
56,623,786
107,551,610
107,276,950
274,276,281
90,480,572
16,54
17,78
134,382,715
177,194,869
111,366,893
42,504,631
97,346,901
217,228,763
16,66
8,41
55,560,663
109,392,920
29,45
20,38
169,364,558
61,525,846
175,367,544
184,300,523
241,376,530
28,74
300,346,358
42,417,934
150,275,641
169,208,653
97,303,970
46,465,716
9,52
63,409,769
282,294,336
255,306,314
35,419,783
57,624,920
8,691,949
113,266,979
143,377,754
217,332,519
98,283,674
2,75
133,290,650
7,43
240,386,469
30,79
176,339,541
266,273,298
32,66
40,432,936
97,597,599
6,74
108,312,855
168,345,607
104,290,765
19,46
152,209,811
56,436,684
152,207,932
108,446,575
49,412,789
35,451,844
29,122,339
24,684,830
208,350,415
159,230,789
13,61
89,331,953
205,241,832
172,218,926
6,832,837
5,62
13,122
215,249,953
53,75
81,604,873
7,147
27,129
59,729,988
138,585,998
149,403,698
151,258,652
253,284,527
60,696,857
42,45
102,510,645
33,146
81,523,970
115,460,973
224,285,867
89,547,764
136,513,646
18,149
136,552,824
8,86
233,263,638
189,302,792
28,116,451
164,320,689
70,745,960
152,368,917
17,104
166,290,995
21,141
2,92
57,656,898
148,480,761
165,475,596
142,436,944
142,453,779
