344,722,874
406,638,884
283,574,963
353,744,963
49,745,878
432,589,939
188,363,715
77,415,508
47,732,753
159,464,746
274,666,994
236,251,560
69,488,731
36,409,539
76,493,916
161,270,816
181,342,530
40,408,913
483,675,918
282,611,967
3,611,883
70,400,938
121,441,938
164,310,798
370,703,825
27,475,608
382,543,752
446,681,907
23,364,873
88,354,870
40,338,752
53,344,558
1,717,986
382,739,941
358,647,947
210,335,979
343,698,975
135,329,933
329,523,760
128,644,820
294,728,855
78,565,987
132,545,987
49,295,804
62,353,660
95,319,680
227,615,620
496,552,560
38,675,826
38,552,841
138,466,848
21,260,518
363,475,672
87,695,925
162,349,791
114,482,648
144,265,779
210,320,870
674,866,923
167,319,609
26,303,889
214,443,985
107,700,789
87,427,985
73,407,586
114,413,841
97,387,476
316,496,839
133,304,469
221,280,577
259,709,713
360,875,884
170,367,864
292,371,849
375,526,864
204,467,493
47,411,431
543,596,993
53,70,735
138,510,599
269,554,786
274,496,684
545,581,812
425,634,843
25,352,726
430,444,971
49,318,326
422,463,584
405,717,835
230,346,487
136,182,253
131,274,440
237,446,796
199,814,832
18,75,827
105,357,381
466,546,681
444,568,709
262,342,824
271,542,565
271,328,661
7,188,860
144,826,931
154,233,983
286,341,530
266,414,929
265,746,870
130,887,987
164,227,420
525,720,959
387,822,871
385,400,868
96,316,966
319,325,955
3,442,471
39,155,414
123,426,448
20,189,790
7,242,437
299,432,556
565,940,974
224,430,469
73,143,435
154,367,381
641,841,895
69,275,336
286,364,927
286,353,868
260,753,795
98,144,624
56,692,735
180,425,499
114,639,828
449,665,729
603,750,756
525,602,982
257,299,769
89,910,914
350,909,946
75,376,975
221,262,483
403,457,794
403,760,820
547,662,937
395,473,812
518,639,937
539,749,937
36,198,760
25,46,932
205,353,364
38,71,499
333,524,657
405,858,956
653,664,888
454,655,732
267,486,696
69,250,881
137,740,756
193,770,775
193,943,947
22,52,927
110,224,863
82,757,804
105,235,403
103,716,941
318,597,691
207,676,799
74,196,561
26,117,483
159,666,754
113,224,631
195,613,677
32,42,545
44,50,594
532,763,832
527,621,826
323,378,784
478,752,822
329,623,698
454,487,899
216,781,782
137,166,576
333,623,694
526,813,907
260,500,814
238,522,728
36,206,810
121,239,808
540,571,764
137,188,802
182,283,658
291,733,736
204,236,792
160,325,361
37,96,166
31,124,213
352,413,417
816,843,987
544,551,712
514,542,733
438,457,480
662,711,745
568,570,574
525,656,706
781,900,927
289,395,411
33,150,176
578,680,686
602,637,639
29,94,166
49,185,240
501,592,601
530,606,750
778,809,815
279,389,463
252,474,499
331,374,389
315,482,499
255,274,395
395,443,487
274,296,462
319,392,443
376,443,469
254,296,381
564,638,640
820,883,980
906,933,956
512,576,683
403,489,493
118,186,240
757,846,948
819,883,922
883,933,963
829,950,963
829,874,937
79,138,172
266,274,292
342,409,493
305,342,376
256,314,363
254,404,493
588,654,690
574,710,745
583,675,688
521,672,734
768,811,837
299,377,430
23,182,237
15,172,235
79,162,190
653,687,696
805,891,956
753,823,904
23,65,183
585,705,747
549,669,750
503,511,562
537,731,747
539,666,690
599,665,748
541,657,748
610,666,716
545,628,716
526,644,682
537,541,580
777,883,967
371,416,496
340,343,396
86,133,169
518,657,670
512,562,739
781,782,926
101,106,188
21,46,110
4,5,144
140,215,238
41,179,217
501,632,683
520,538,563
563,637,694
525,569,632
4,23,120
64,172,189
29,191,207
4,10,150
24,49,120
70,82,128
82,110,224
102,104,193
216,218,246
33,99,168
767,840,843
817,843,901
767,798,872
873,893,895
882,884,895
799,820,836
278,407,449
579,633,657
321,344,483
386,397,483
790,911,973
15,176,213
24,150,155
66,115,163
34,66,192
49,132,170
17,88,168
67,88,224
61,88,109
73,209,229
49,64,131
101,192,215
116,146,247
5,171,224
71,121,227
70,106,172
197,215,239
84,118,178
65,123,163
84,183,208
20,68,92
47,146,213
143,224,249
164,185,238
42,75,134
128,134,144
15,44,177
23,54,144
37,124,231
37,62,210
52,71,208
62,72,152
6,56,177
98,167,219
136,151,180
128,173,199
642,694,745
503,538,577
142,171,243
137,179,223
33,115,236
8,27,115
161,230,231
84,141,234
84,123,213
64,168,218
24,80,215
20,67,142
20,22,27
17,67,198
115,183,230
46,115,145
6,138,197
69,115,121
5,46,121
115,174,244
60,187,227
31,53,187
19,195,243
7,83,243
108,209,241
52,75,102
151,153,177
83,160,209
22,64,70
54,121,214
70,204,222
141,186,193
137,144,231
41,159,177
85,178,237
13,43,156
101,117,163
27,158,241
7,167,204
154,200,225
7,125,214
6,131,229
43,126,178
40,178,232
41,51,181
161,167,198
97,178,198
146,165,239
17,40,162
33,87,137
39,166,247
25,151,215
25,46,216
93,102,201
77,143,147
3,98,124
3,13,30
104,173,195
152,206,230
15,29,107
97,98,134
98,153,173
58,98,120
40,135,174
25,201,248
25,162,198
70,100,167
55,100,216
31,94,242
1,161,169
42,55,114
151,161,228
215,235,244
