0	-493	-30.8125
1	-1508	-45.696969696969695
2	-799	-38.04761904761905
3	-282	-25.636363636363637
4	-213	-23.666666666666668
5	-2426	-56.41860465116279
6	-2960	-61.666666666666664
7	-82	-20.5
8	-841	-40.04761904761905
9	-1716	-52.0
10	-888	-40.36363636363637
11	-14	-14.0
12	-447	-29.8
13	-69	-17.25
14	-327	-27.25
15	-496	-29.176470588235293
16	-753	-37.65
17	-2036	-53.578947368421055
18	-76	-19.0
19	-244	-27.11111111111111
20	-298	-27.09090909090909
21	-40	-20.0
22	-575	-31.944444444444443
23	-442	-34.0
24	-2038	-53.63157894736842
25	-535	-29.72222222222222
26	-2871	-61.08510638297872
27	-14	-14.0
28	-720	-34.285714285714285
29	-2404	-55.906976744186046
30	-500	-33.333333333333336
31	-1464	-47.225806451612904
32	-427	-28.466666666666665
33	-1569	-49.03125
34	-61	-20.333333333333332
35	-36	-18.0
36	-1065	-42.6
37	-943	-39.291666666666664
38	-1447	-48.233333333333334
39	-1689	-52.78125
40	-373	-31.083333333333332
41	-1208	-44.74074074074074
42	-383	-29.46153846153846
43	-216	-27.0
44	-59	-19.666666666666668
45	-601	-33.388888888888886
46	-571	-33.588235294117645
47	-320	-29.09090909090909
48	-48	-24.0
49	-99	-24.75
50	-1333	-45.96551724137931
51	-418	-29.857142857142858
52	-14	-14.0
53	-138	-23.0
54	-328	-29.818181818181817
55	-214	-23.77777777777778
56	-283	-25.727272727272727
57	-3649	-67.57407407407408
58	-308	-28.0
59	-2076	-56.108108108108105
60	-14	-14.0
61	-1109	-44.36
62	-1591	-46.794117647058826
63	-1634	-48.05882352941177
64	-181	-22.625
65	-407	-29.071428571428573
66	-553	-32.529411764705884
67	-75	-18.75
68	-77	-19.25
69	-73	-24.333333333333332
70	-1608	-50.25
71	-461	-32.92857142857143
72	-1219	-43.535714285714285
73	-245	-24.5
74	-507	-31.6875
75	-234	-26.0
76	-816	-38.857142857142854
77	-250	-27.77777777777778
78	-167	-23.857142857142858
79	-896	-37.333333333333336
80	-118	-19.666666666666668
81	-672	-35.36842105263158
82	-318	-28.90909090909091
83	-169	-21.125
84	-140	-23.333333333333332
85	-354	-23.6
86	-14	-14.0
87	-1636	-49.57575757575758
88	-1811	-51.74285714285714
89	-128	-21.333333333333332
90	-210	-26.25
91	-1170	-43.333333333333336
92	-31	-15.5
93	-1718	-50.529411764705884
94	-14	-14.0
95	-454	-32.42857142857143
96	-1054	-40.53846153846154
97	-3057	-63.6875
98	-984	-39.36
99	-1378	-45.93333333333333
