1	208	233
1	102	224
2	71	324
2	236	340
3	201	212
3	345	467
4	26	133
4	23	303
4	228	488
7	100	452
7	188	284
7	250	380
8	81	224
8	297	397
9	167	223
9	194	412
11	34	433
11	144	316
12	254	309
11	13	224
13	312	491
14	206	417
14	426	430
14	436	439
14	448	495
15	48	346
15	238	427
16	136	308
1	17	203
17	212	231
17	184	417
19	84	492
19	159	231
19	300	309
19	94	461
19	464	487
21	74	488
22	185	314
22	304	426
24	84	286
24	382	423
24	74	473
22	25	135
26	52	93
26	106	118
26	56	315
23	27	71
2	27	111
28	202	481
28	264	287
28	270	382
28	348	456
29	243	468
30	36	346
31	48	478
32	175	325
32	373	396
24	32	420
32	433	460
33	193	240
34	94	219
37	127	170
37	262	411
37	308	364
37	131	420
38	248	312
39	153	288
39	426	434
18	39	494
5	40	250
27	41	92
41	317	489
41	219	352
42	76	119
42	282	425
45	54	158
45	80	226
45	139	178
8	45	177
45	278	305
46	240	262
40	46	322
17	47	303
47	138	360
6	49	218
49	209	277
50	229	336
51	75	140
51	133	496
52	110	302
53	117	144
53	430	485
24	57	424
57	74	439
58	206	491
59	197	402
43	60	481
60	164	343
60	407	442
61	74	207
61	334	477
24	61	379
21	59	62
62	86	143
62	409	418
63	107	293
64	111	451
50	64	113
15	51	65
22	65	472
67	281	475
68	201	419
68	285	287
68	396	495
32	65	70
70	334	461
71	102	477
71	166	229
71	309	472
72	137	444
6	72	192
72	290	497
73	87	103
73	310	351
74	161	262
75	345	490
76	263	339
77	229	324
78	88	161
34	78	448
79	118	283
79	127	231
79	206	275
61	79	279
79	214	364
24	80	108
50	80	411
80	165	463
80	205	380
82	130	174
82	102	396
83	235	375
1	37	85
22	85	212
85	286	497
63	86	165
86	246	290
86	400	445
35	88	204
46	88	227
6	88	329
89	206	453
89	172	258
90	397	403
90	379	499
17	92	370
92	216	307
59	93	260
93	313	336
94	105	139
94	109	113
94	258	337
94	371	495
73	95	319
95	224	437
96	224	366
96	243	296
97	130	240
97	243	466
97	316	329
98	137	146
98	283	391
82	99	347
95	99	381
93	100	274
102	360	368
79	103	224
88	103	187
103	345	476
66	104	269
104	318	441
105	179	303
105	139	334
99	108	268
108	434	468
85	108	469
109	383	441
109	286	434
89	110	441
110	156	337
110	299	317
111	113	391
111	198	234
113	118	323
72	114	389
101	114	379
108	115	222
64	116	246
117	211	311
45	117	390
118	183	266
118	255	450
118	245	411
118	376	457
54	117	119
119	211	262
97	120	258
120	173	192
101	112	121
122	346	402
122	207	414
105	123	137
123	184	335
123	381	390
34	44	124
82	126	232
75	102	127
20	127	224
127	397	426
128	154	468
128	268	483
62	130	155
130	270	348
131	370	485
131	429	473
132	134	372
133	267	494
135	190	448
136	280	488
28	137	500
138	192	332
138	145	439
138	405	452
138	174	467
37	139	404
62	139	161
139	142	213
139	232	431
141	259	406
68	102	143
143	218	384
98	118	145
145	276	336
146	193	249
105	147	315
147	428	490
122	149	211
59	149	304
117	149	437
61	92	150
50	139	152
152	400	454
4	18	153
92	154	404
154	387	471
102	138	157
158	256	377
159	275	351
116	124	160
160	295	362
160	300	400
161	256	397
163	334	446
5	164	399
165	367	433
103	167	301
111	115	167
167	202	473
35	39	168
165	169	442
79	169	460
28	170	295
170	308	336
106	124	171
172	380	389
162	172	404
51	122	173
174	216	305
175	253	391
34	128	176
177	366	413
9	41	178
158	178	484
176	180	224
180	290	306
180	364	444
150	180	392
16	104	181
129	181	432
175	182	190
35	184	347
32	186	191
137	186	202
186	337	378
186	328	354
180	187	193
174	187	267
59	112	189
167	190	489
65	191	235
191	236	250
191	255	431
146	192	421
139	192	412
83	156	193
93	193	408
193	322	335
193	293	390
62	195	284
79	157	196
196	258	320
196	277	406
197	335	469
120	155	198
88	137	198
80	198	271
125	198	437
200	248	282
116	197	202
178	203	295
204	226	292
204	264	297
96	124	208
208	332	435
188	210	315
210	305	453
212	400	403
214	234	314
17	100	216
216	364	420
91	205	217
158	214	217
67	118	218
26	218	458
17	219	417
108	219	311
134	220	248
220	314	470
95	220	372
58	221	407
51	222	369
55	175	223
223	463	492
183	211	224
224	301	412
140	225	288
225	330	394
226	284	309
47	226	387
227	283	394
45	227	312
17	228	272
228	348	386
229	338	427
151	230	342
214	230	454
100	231	480
231	310	316
79	233	338
