1	59	416
1	63	882
1	254	426
1	260	357
1	405	602
1	541	555
1	576	865
1	824	903
2	38	324
2	425	919
2	468	698
2	576	717
3	6	658
3	26	738
3	133	582
3	213	243
3	466	480
3	632	980
4	73	172
4	200	953
4	231	544
4	384	462
4	491	522
4	494	620
4	500	859
4	557	813
4	693	719
5	68	381
5	247	829
5	251	370
5	328	737
5	695	776
5	881	943
6	21	482
6	63	925
6	71	638
6	428	601
6	530	582
6	696	923
7	215	438
7	263	887
7	282	341
7	345	610
7	547	892
7	580	618
7	747	865
8	33	815
8	58	533
8	244	734
8	266	902
8	311	595
8	340	968
8	599	834
8	648	803
9	89	181
9	357	595
9	377	958
9	398	536
9	416	837
9	535	992
10	11	136
10	602	941
10	708	976
10	827	910
11	12	315
11	124	319
11	284	823
11	338	863
11	366	779
11	371	704
11	716	776
12	34	272
12	43	864
12	120	839
12	172	418
12	737	989
12	950	985
13	20	36
13	36	291
13	46	807
13	83	690
13	220	405
13	248	873
13	446	880
13	475	633
14	113	124
14	131	281
14	325	752
14	459	938
14	682	698
14	801	902
15	149	934
15	245	900
16	174	802
16	322	853
16	438	947
17	48	419
17	88	220
17	180	982
17	214	418
17	260	687
17	362	446
17	380	976
17	445	993
17	478	753
17	693	847
18	23	225
18	172	270
18	172	591
18	329	619
18	527	586
19	133	523
19	275	328
19	306	839
19	351	575
19	716	926
20	64	394
20	143	646
20	184	310
20	268	674
20	331	966
20	354	398
20	396	760
20	556	894
20	748	757
21	76	452
21	301	865
21	528	680
21	884	962
22	118	727
22	236	284
22	298	662
22	301	951
22	333	359
22	362	944
22	399	960
22	476	624
22	490	545
22	554	921
22	710	989
23	218	408
23	298	698
23	515	785
24	78	484
24	141	144
24	164	789
24	296	772
24	328	652
24	413	708
24	833	980
24	852	853
25	94	440
25	214	461
25	232	299
25	506	940
25	562	669
26	72	616
26	159	572
26	319	474
26	340	789
26	472	795
26	476	827
26	557	800
26	631	893
26	836	860
27	118	166
27	210	449
27	216	794
27	411	439
27	412	836
27	453	617
27	640	667
27	764	907
28	84	986
28	176	236
28	248	568
29	90	584
29	157	623
29	160	498
29	295	569
29	330	658
29	440	857
29	769	951
29	809	905
30	454	789
30	684	754
30	684	835
31	97	286
31	112	473
31	160	730
31	182	441
31	230	746
31	349	637
31	385	618
32	156	992
32	240	684
32	357	974
32	462	619
33	62	139
33	205	364
33	267	957
33	384	925
33	417	603
33	494	526
33	519	634
33	576	806
33	691	713
34	94	241
34	116	932
34	258	459
34	652	946
34	662	687
34	893	955
35	52	644
35	109	242
35	156	393
35	612	994
36	106	196
36	143	552
36	199	832
36	421	995
36	429	494
36	875	950
37	88	767
37	287	388
37	326	995
37	511	561
38	88	902
38	436	448
38	831	994
39	177	482
39	242	857
39	335	978
39	341	643
39	347	616
39	377	421
39	432	827
39	457	967
39	467	854
40	241	995
40	531	851
40	776	925
41	241	750
41	300	306
41	484	513
41	787	855
42	130	771
42	392	772
42	435	529
42	502	723
42	593	822
43	280	514
43	385	807
43	439	546
43	922	975
44	127	629
44	668	872
45	222	468
45	408	486
45	548	755
45	723	888
45	763	903
46	120	250
46	631	683
46	677	742
47	259	413
47	606	960
47	614	977
47	682	742
48	91	232
48	300	532
48	424	538
48	609	806
48	639	749
49	58	297
49	312	475
49	321	652
49	382	593
49	843	959
50	248	898
50	338	855
50	797	978
51	71	267
51	114	583
51	539	746
51	578	938
51	629	768
51	649	950
51	763	954
52	56	165
52	230	700
53	69	649
53	356	518
53	360	961
53	420	792
53	428	729
53	609	829
53	675	692
54	260	983
54	502	645
54	814	842
55	90	276
55	145	380
55	215	842
55	312	744
55	383	400
55	387	763
55	504	925
55	535	814
56	208	417
56	315	735
56	389	993
56	458	992
56	749	970
57	106	497
57	111	571
57	152	960
57	207	467
57	581	682
58	244	725
58	441	605
59	69	501
59	70	931
60	123	824
60	225	271
60	640	982
60	766	953
61	347	857
62	74	304
62	337	724
62	528	853
62	637	929
62	691	896
63	132	475
63	263	371
63	285	468
63	320	460
63	654	843
63	711	771
63	770	963
64	199	587
64	249	653
64	458	928
64	758	907
65	97	526
65	159	532
65	235	765
65	305	790
65	525	841
65	571	912
66	83	214
66	90	505
66	153	362
66	279	782
66	522	574
66	670	760
67	96	811
67	141	516
67	211	786
67	729	756
67	792	996
68	353	531
68	378	428
68	406	671
68	417	783
68	479	623
69	87	119
69	164	744
69	250	991
69	303	807
69	430	685
69	490	946
70	73	986
70	171	595
70	235	371
70	333	923
70	691	877
70	701	752
70	834	836
71	73	793
71	170	269
71	175	848
71	197	231
71	199	351
71	390	693
71	501	782
71	699	701
71	904	966
72	200	468
72	492	851
72	632	944
72	754	943
73	128	500
73	129	680
73	220	590
73	361	843
73	389	495
73	503	826
