10	1815	2878
11	1150	1805
16	1811	1269
17	2059	2773
22	1632	1107
28	2424	2287
36	1391	2186
41	2975	2936
45	1455	3067
50	1391	2186
54	2424	2287
55	1344	2875
73	1639	2109
80	2059	2773
107	1581	1659
112	1607	1426
128	1764	1156
131	3055	2113
135	2283	1695
163	1632	1107
164	1344	2875
165	2881	1007
190	1689	1138
241	3055	2113
244	1455	3067
244	1811	1269
253	1815	2878
270	1625	2913
284	2114	1765
298	2283	1695
329	1498	2859
351	2881	1007
353	1607	1426
388	1150	1805
459	2975	2936
464	1581	1659
513	1639	2109
553	1764	1156
642	1498	2859
717	2941	1021
745	2941	1021
892	1625	2913
934	2114	1765
942	1689	1138
