5	2680	1173
22	1886	1733
30	3062	2518
38	1143	2848
46	2056	1403
46	2869	2736
62	2189	2384
65	2680	1173
76	1272	1880
91	2072	1120
94	1771	1375
105	1886	1733
112	1367	2159
125	1040	2603
130	2869	2736
131	1367	2159
137	1272	1880
142	1547	1758
148	1022	2095
168	1828	1117
169	1828	1117
194	1439	3052
259	1547	1758
329	2056	1403
330	1040	2603
335	3062	2518
341	2868	3051
356	1439	3052
392	1192	2550
429	1761	2036
484	1192	2550
490	1993	2146
560	1143	2848
567	2189	2384
577	1993	2146
592	3161	1495
718	1429	2359
766	1771	1375
806	1429	2359
838	1761	2036
884	2868	3051
895	2072	1120
896	3161	1495
974	1022	2095
