213	264
688	759	971
184	574
102	128
233	908
216	467
159	226
2	496	598	798
603	751
483	836
498	677
50	627
91	108
220	391
201	213	329
231	291
92	994
38	155
186	817
483	809	885
71	875
94	102
347	691
73	145
390	999
7	283
229	610	936
1	43	404
386	973
118	516
131	425
167	187	275	748
42	434
32	648
557	833
130	508
879	908
35	519	813
199	872
6	233
202	343	836
9	183	274
196	586	811
165	286
15	775
64	180	425
141	556	704	728
373	517
81	98	298
88	275
51	99	431
306	485
289	298	336
63	325	548
264	330
41	284
6	62
261	685
106	713
147	680
364	380
167	301
55	983
53	314	717	921
257	262	652
59	280	363	498
44	335
452	982
8	240
20	972
15	901	961
79	105	370
214	689	834
18	334	833
150	314
126	421	887	953
203	426	687	764
103	300	610	905
237	563
225	465
411	416	469
377	384
9	654	716
267	448	951
155	937
13	975
179	495	693
332	935
655	980
137	570
105	319	469
145	228	261	418
505	738
206	986
130	836
512	557
42	386	760	884
19	61	892
144	237
869	886
4	565	649
634	850
332	799
54	879
58	682
599	619	853
447	943
48	150
20	554	830
13	60	930	988
416	598
59	73	796
527	598
500	861
44	532	863
28	95
439	609
25	193
113	125
185	246
5	141
103	455	979
844	959
163	619
129	835
28	795	897
173	728
389	883
3	291	337
378	460
102	732
118	228
1	429
114	502
750	951
131	421	660
66	123	144
10	595
272	274	499
522	862
354	676
281	524
335	888
182	293
41	534
538	902
86	599
89	199
244	384
53	582	696
142	423	858	965
300	397
24	182
204	362
35	421
89	98
12	50	457
151	325	348
95	552
481	928
576	934
310	391	819	980
140	715
250	711
69	237
161	488
101	262
87	320	652
107	439	868
192	261	280	518
94	184
315	361	958
15	60	142	188
194	637
258	692
112	237	315
51	291
236	547
918	986
85	270	423
320	456	637
74	457	534
109	520
153	801
826	834
355	983
641	864
106	232	288	842
379	546	816	975
59	914
34	496	605	1000
751	991
76	302	462
168	170	284
248	278	499
739	947
69	468	816
116	798
780	947
226	621
49	288
46	348
181	894
465	592
173	366	987
492	513
179	325
321	356	503	760
88	126
46	376
118	895
37	88	454
176	419
103	456	604
754	821	978
313	436
146	461	607
413	666
46	190	420	737
120	213
80	298
109	328
700	838	987
794	973
