[0, 80, 91, 146, 259, 360]
[0, 95, 133, 345, 390, 393]
[0, 152, 207, 282, 368, 393]
[1, 43, 160, 175, 225, 318]
[1, 60, 103, 250, 258, 385]
[2, 24, 39, 48, 151, 217]
[2, 38, 100, 117, 187, 240]
[2, 56, 272, 278, 298, 362]
[4, 33, 239, 250, 284, 399]
[4, 63, 113, 143, 296, 387]
[4, 82, 104, 338, 346, 386]
[4, 103, 112, 171, 289, 349]
[4, 142, 212, 247, 270, 386]
[4, 165, 183, 249, 271, 397]
[5, 8, 10, 178, 333, 392]
[5, 10, 51, 102, 189, 378]
[5, 40, 64, 261, 272, 282]
[6, 68, 90, 187, 278, 292]
[7, 24, 39, 109, 139, 363]
[7, 80, 200, 224, 321, 385]
[8, 119, 151, 299, 345, 386]
[9, 81, 186, 215, 284, 380]
[9, 146, 202, 213, 383, 399]
[10, 49, 73, 91, 160, 394]
[10, 144, 241, 243, 261, 353]
[10, 256, 293, 327, 373, 383]
[11, 16, 41, 192, 268, 331]
[11, 20, 215, 246, 280, 313]
[11, 60, 177, 271, 292, 364]
[11, 80, 120, 193, 274, 281]
[11, 91, 139, 146, 270, 368]
[12, 52, 65, 203, 242, 394]
[13, 17, 29, 31, 222, 349]
[13, 31, 138, 267, 276, 354]
[13, 103, 109, 120, 193, 363]
[14, 50, 123, 153, 304, 325]
[14, 116, 156, 200, 243, 344]
[16, 61, 78, 143, 146, 154]
[16, 121, 140, 279, 291, 321]
[18, 23, 156, 210, 211, 238]
[18, 91, 134, 189, 324, 374]
[19, 45, 211, 232, 295, 392]
[19, 116, 197, 240, 274, 307]
[20, 95, 102, 195, 209, 304]
[20, 247, 285, 311, 333, 339]
[21, 34, 68, 187, 196, 201]
[21, 89, 112, 154, 191, 383]
[21, 94, 244, 277, 305, 316]
[21, 107, 192, 262, 339, 366]
[22, 43, 135, 144, 239, 378]
[23, 103, 117, 131, 165, 206]
[23, 130, 229, 341, 358, 375]
[24, 68, 108, 177, 255, 344]
[24, 205, 212, 237, 276, 289]
[25, 43, 105, 108, 325, 326]
[25, 43, 112, 189, 307, 359]
[25, 120, 294, 319, 354, 389]
[26, 36, 106, 109, 212, 331]
[26, 56, 133, 155, 304, 325]
[26, 77, 123, 189, 323, 326]
[27, 48, 91, 197, 245, 310]
[27, 74, 273, 278, 302, 380]
[27, 125, 126, 154, 182, 313]
[27, 227, 271, 324, 342, 345]
[29, 31, 73, 92, 226, 361]
[30, 32, 272, 340, 353, 357]
[30, 33, 198, 209, 231, 349]
[30, 41, 113, 192, 314, 347]
[30, 49, 132, 207, 331, 337]
[30, 52, 156, 213, 214, 270]
[30, 54, 132, 138, 177, 311]
[30, 118, 159, 281, 326, 339]
[30, 159, 163, 250, 277, 324]
[31, 39, 204, 229, 287, 345]
[31, 66, 201, 229, 282, 377]
[31, 91, 127, 204, 298, 300]
[32, 45, 114, 119, 246, 315]
[32, 52, 65, 101, 190, 220]
[32, 109, 172, 228, 248, 262]
[33, 106, 143, 157, 204, 365]
[36, 39, 87, 118, 164, 210]
[36, 59, 90, 270, 322, 330]
[37, 42, 72, 107, 108, 322]
[37, 44, 59, 143, 285, 377]
[37, 221, 225, 253, 285, 396]
[38, 99, 271, 292, 323, 328]
[38, 101, 128, 200, 218, 256]
[38, 226, 256, 323, 379, 392]
[39, 41, 92, 177, 235, 391]
