1	670
1	721
3	660
3	713
4	881
5	745
5	934
6	833
7	438
11	63
11	346
11	965
13	98
13	336
14	542
15	347
17	387
18	313
19	922
21	300
21	587
22	879
23	625
23	645
23	685
24	31
24	644
25	952
27	831
27	862
28	551
30	763
31	266
31	519
32	40
32	127
35	454
36	127
36	904
39	789
40	273
40	433
40	955
42	383
42	558
43	275
43	946
44	274
46	274
46	473
46	854
47	141
48	839
49	108
50	810
53	469
53	626
53	776
53	908
54	712
56	116
61	353
61	790
62	181
62	361
63	689
65	352
65	799
66	82
66	119
68	145
68	874
68	986
69	915
70	513
74	507
74	902
74	987
75	252
75	374
75	789
77	345
77	608
79	316
79	501
82	509
82	701
84	671
85	735
86	969
87	425
89	323
90	338
95	941
97	470
98	432
100	873
101	431
102	499
102	820
103	348
104	292
104	435
104	893
105	209
106	387
106	996
108	837
108	841
110	472
111	941
114	891
116	476
116	746
117	223
119	508
120	605
121	591
121	999
122	906
123	562
123	737
124	181
125	313
126	240
127	366
129	830
131	682
133	205
134	496
135	791
136	477
136	506
136	761
136	995
137	407
137	923
138	147
138	519
139	350
142	333
143	192
144	881
147	336
148	165
148	407
149	775
150	188
150	831
153	188
153	224
154	289
155	663
155	829
158	381
158	691
160	680
161	775
163	560
163	733
164	838
164	864
165	498
165	864
166	681
168	189
169	285
169	346
171	289
171	301
171	578
172	771
173	388
174	526
175	664
176	525
181	505
182	393
182	422
183	857
184	331
185	330
187	265
187	365
192	394
193	778
193	779
195	505
195	669
196	366
196	582
197	240
198	451
198	724
203	355
204	364
205	557
206	502
208	973
210	893
211	680
212	838
213	285
213	787
213	937
214	463
214	971
216	647
216	892
218	707
221	951
221	989
222	827
223	306
223	942
224	657
228	943
231	309
231	702
232	495
234	801
234	851
237	425
238	335
240	750
241	323
242	850
245	588
249	653
251	896
254	304
254	925
255	976
256	276
256	323
256	551
256	949
257	375
257	439
262	523
265	448
266	734
269	904
270	685
272	572
274	448
275	965
279	398
279	698
280	408
280	908
285	698
286	828
287	493
289	923
291	456
296	841
300	535
302	667
303	849
304	922
305	350
306	805
312	498
312	689
316	726
320	372
320	410
320	693
322	420
325	413
326	688
328	423
328	557
329	756
333	579
333	655
334	463
337	616
340	809
341	913
345	669
346	474
346	958
352	490
352	704
352	944
353	386
353	786
354	507
357	382
362	911
367	457
367	494
367	931
367	986
369	774
370	425
374	639
377	559
379	598
380	575
381	540
382	617
383	856
384	792
384	826
385	991
386	555
390	990
392	725
393	697
394	568
396	744
398	456
398	511
398	943
399	878
404	613
409	597
411	970
415	603
415	620
425	714
427	572
432	558
433	437
438	680
443	564
447	869
450	517
451	519
451	736
453	959
456	584
456	777
457	527
460	966
461	642
461	827
464	941
465	873
468	898
471	719
472	896
474	492
475	702
476	792
479	770
480	500
482	742
482	834
483	980
486	625
489	833
491	537
493	498
493	971
495	656
501	940
502	625
508	617
508	806
509	523
509	602
510	521
513	883
515	728
517	583
518	559
520	562
520	954
524	632
526	722
527	859
529	765
533	988
534	557
534	926
535	644
537	745
537	802
538	548
538	569
541	810
543	634
545	674
546	708
549	736
554	791
556	642
557	646
559	719
559	732
561	754
564	646
564	852
566	744
569	744
572	706
572	761
572	800
573	809
576	810
577	728
580	992
583	870
585	652
587	738
589	961
589	988
594	717
595	800
603	848
609	873
613	878
613	887
614	821
614	963
622	913
623	919
625	988
628	744
629	718
632	786
634	719
637	970
640	824
642	735
647	804
651	687
653	858
655	916
656	795
657	894
659	786
659	926
664	857
671	793
674	743
680	792
682	742
683	980
690	814
691	839
693	810
696	754
696	840
696	996
701	999
708	724
708	813
714	930
715	923
719	955
723	858
725	898
725	975
749	853
756	940
758	783
761	992
767	823
767	861
773	814
774	925
774	962
776	784
777	904
779	785
780	782
785	1000
788	828
789	837
789	956
790	845
790	946
802	828
807	829
811	851
811	966
816	904
823	971
847	937
855	990
857	951
888	912
905	961
918	984
926	995
942	959
944	971
1	217	377
1	332	506
1	369	751
1	445	676
3	16	780
3	99	177
3	257	831
4	16	338
6	287	978
7	446	654
7	660	949
9	342	542
10	200	829
11	158	579
11	283	543
12	101	328
13	600	676
14	313	939
15	165	527
15	310	588
16	171	999
16	334	818
16	821	950
17	42	345
17	156	749
17	659	973
18	227	251
18	686	955
18	916	932
20	218	517
20	796	822
21	236	777
21	821	947
22	196	928
22	572	626
23	258	709
23	452	532
24	283	669
24	573	898
25	40	688
26	282	305
27	153	344
27	175	868
27	189	912
27	193	218
29	337	1000
29	441	833
29	483	496
29	554	643
30	43	406
30	190	922
30	339	762
30	738	798
31	79	275
31	375	691
32	419	499
34	203	617
34	244	782
34	380	734
35	594	946
35	814	894
36	596	666
37	112	466
37	680	778
38	948	955
40	169	988
42	124	889
44	68	879
45	947	985
47	533	751
47	688	771
48	248	681
49	675	904
50	239	804
